# Program:featureCounts v2.0.0; Command:"featureCounts" "-O" "-t" "gene" "-g" "ID" "-a" "sequence.gff3" "-o" "counts.txt" "mapped/SRR6176429.bam" "mapped/SRR6176430.bam" "mapped/SRR6176431.bam" "mapped/SRR6176432.bam" "mapped/SRR6176433.bam" "mapped/SRR6176434.bam" "mapped/SRR6176435.bam" "mapped/SRR6176436.bam" "mapped/SRR6176437.bam" "mapped/SRR6176438.bam" "mapped/SRR6176439.bam" "mapped/SRR6176440.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/SRR6176429.bam	mapped/SRR6176430.bam	mapped/SRR6176431.bam	mapped/SRR6176432.bam	mapped/SRR6176433.bam	mapped/SRR6176434.bam	mapped/SRR6176435.bam	mapped/SRR6176436.bam	mapped/SRR6176437.bam	mapped/SRR6176438.bam	mapped/SRR6176439.bam	mapped/SRR6176440.bam
gene-Rv2273	NC_000962.3	2546102	2546431	+	330	121	87	103	74	102	105	147	66	84	177	22	148
gene-Rv2274c	NC_000962.3	2546488	2546805	-	318	46	56	39	27	40	88	53	12	47	117	15	50
gene-Rv2274A	NC_000962.3	2546839	2547087	-	249	104	211	186	128	195	421	257	95	222	587	35	306
gene-Rv2275	NC_000962.3	2546883	2547752	+	870	438	526	545	458	644	1058	945	297	616	1408	96	816
gene-Rv2276	NC_000962.3	2547749	2548939	+	1191	519	613	577	473	752	965	894	360	748	1416	90	965
gene-Rv2277c	NC_000962.3	2549124	2550029	-	906	187	249	205	165	251	261	277	116	249	532	73	340
gene-Rv2280	NC_000962.3	2551560	2552939	+	1380	1106	1468	1440	1821	2697	1754	1344	715	1682	2902	342	1864
gene-Rv2281	NC_000962.3	2553173	2554831	+	1659	362	473	465	448	611	521	330	259	579	911	63	593
gene-Rv2282c	NC_000962.3	2554938	2555876	-	939	80	124	93	77	77	135	112	61	98	281	26	183
gene-Rv2283	NC_000962.3	2555941	2556135	+	195	0	6	3	0	0	6	3	1	1	7	2	3
gene-Rv2284	NC_000962.3	2556145	2557440	+	1296	339	375	375	412	571	587	603	241	374	921	95	521
gene-Rv2285	NC_000962.3	2557473	2558810	+	1338	492	684	668	537	886	846	685	396	665	1614	156	1009
gene-Rv2286c	NC_000962.3	2558877	2559569	-	693	161	190	205	153	208	232	221	115	230	288	48	232
gene-Rv2287	NC_000962.3	2559703	2561331	+	1629	251	320	307	323	429	453	371	161	314	647	104	370
gene-Rv2288	NC_000962.3	2561328	2561705	+	378	64	107	83	77	115	252	188	41	99	286	42	148
gene-Rv2289	NC_000962.3	2561675	2562457	+	783	321	405	365	360	690	892	1127	219	427	1073	128	578
gene-Rv2290	NC_000962.3	2562599	2563114	+	516	454	536	567	554	475	1120	490	172	561	1474	125	617
gene-Rv2291	NC_000962.3	2563174	2564028	+	855	1389	1837	2152	1700	2461	2453	2232	1122	1755	3251	244	2233
gene-Rv2292c	NC_000962.3	2564029	2564253	-	225	215	282	248	198	289	361	317	166	292	640	34	373
gene-Rv2293c	NC_000962.3	2564292	2565032	-	741	314	423	432	224	363	441	482	206	509	813	106	510
gene-Rv2294	NC_000962.3	2565327	2566550	+	1224	135	162	150	117	188	174	224	82	178	403	70	300
gene-Rv2295	NC_000962.3	2566772	2567410	+	639	888	1323	1195	828	1046	1241	818	636	1365	2298	320	1570
gene-Rv2296	NC_000962.3	2567504	2568406	+	903	1033	1386	1086	879	1232	969	881	695	1455	1901	408	1549
gene-Rv2297	NC_000962.3	2568438	2568890	+	453	576	714	537	496	734	457	462	390	798	1044	211	926
gene-Rv2298	NC_000962.3	2569082	2570053	+	972	825	1057	838	825	1161	1009	966	564	1141	1630	279	1205
gene-Rv2299c	NC_000962.3	2570059	2572002	-	1944	1110	1679	1593	1980	2757	1578	1499	750	2085	3549	469	2427
gene-Rv2300c	NC_000962.3	2572076	2573008	-	933	190	256	235	183	236	304	306	116	275	429	80	287
gene-Rv2301	NC_000962.3	2573015	2573707	+	693	307	385	282	240	342	353	482	128	454	812	231	794
gene-Rv2302	NC_000962.3	2573813	2574055	+	243	754	1153	721	629	736	816	691	247	1286	1606	559	1342
gene-Rv2303c	NC_000962.3	2574096	2575019	-	924	1512	1700	1239	1318	1581	1213	1264	663	2165	2068	536	1891
gene-Rv2304c	NC_000962.3	2575016	2575225	-	210	148	166	162	105	162	125	120	76	215	217	46	208
gene-Rv2305	NC_000962.3	2575809	2577098	+	1290	278	317	317	271	404	360	282	176	344	512	75	342
gene-Rv2307c	NC_000962.3	2577851	2578696	-	846	230	229	231	175	173	221	188	106	234	410	67	247
gene-Rv2307A	NC_000962.3	2579228	2579419	-	192	43	62	53	48	36	71	36	12	75	109	14	36
gene-Rv2307B	NC_000962.3	2579504	2579935	-	432	185	197	173	148	112	202	77	40	242	172	22	123
gene-Rv2307D	NC_000962.3	2580028	2580210	-	183	175	196	217	103	112	206	122	47	167	348	55	171
gene-Rv2308	NC_000962.3	2580419	2581135	+	717	162	217	206	141	133	208	115	102	210	358	33	229
gene-Rv2308a	NC_000962.3	2581145	2581477	+	333	164	227	290	254	313	357	200	138	219	527	53	295
gene-Rvnt24	NC_000962.3	2581764	2581837	-	74	70	77	133	59	117	214	108	19	81	175	18	93
gene-Rv2309A	NC_000962.3	2583045	2583332	+	288	17	16	15	11	16	27	6	6	32	27	4	10
gene-Rv2310	NC_000962.3	2583435	2583779	+	345	15	19	15	13	17	24	21	14	35	24	2	18
gene-Rv2311	NC_000962.3	2583884	2584408	+	525	42	85	73	48	81	92	40	50	92	168	33	100
gene-Rv2312	NC_000962.3	2584486	2584755	+	270	65	115	118	87	156	176	100	47	157	246	36	139
gene-Rv2313c	NC_000962.3	2585052	2585906	-	855	701	887	926	755	884	939	934	505	981	1737	227	1015
gene-Rv2314c	NC_000962.3	2585917	2587290	-	1374	1484	1851	2098	1859	2241	2025	1475	1075	2058	4123	314	2553
gene-Rv2315c	NC_000962.3	2587287	2588804	-	1518	813	1158	1159	915	1491	1109	834	595	1227	3010	229	1501
gene-Rv2316	NC_000962.3	2588838	2589710	+	873	37	48	30	34	36	34	42	16	44	74	12	57
gene-Rv2317	NC_000962.3	2589697	2590521	+	825	20	32	21	18	24	29	26	10	24	55	5	26
gene-Rv2318	NC_000962.3	2590518	2591840	+	1323	96	145	125	76	98	159	106	53	127	255	51	136
gene-Rv2319c	NC_000962.3	2591848	2592726	-	879	129	156	152	114	123	145	122	69	170	245	36	166
gene-Rv2320c	NC_000962.3	2592723	2594153	-	1431	186	253	252	222	232	300	219	132	299	450	44	308
gene-Rv2323c	NC_000962.3	2595361	2596269	-	909	163	216	179	161	260	186	127	117	289	344	34	306
gene-Rv2324	NC_000962.3	2596334	2596780	+	447	184	212	196	147	234	212	197	142	235	285	33	203
gene-Rv2325c	NC_000962.3	2597009	2597857	-	849	2263	2257	2338	2137	2407	1893	2981	1563	2349	2920	410	1922
gene-Rv2326c	NC_000962.3	2597854	2599947	-	2094	5189	5590	5598	4598	6149	4705	6068	3726	6022	9093	1007	6065
gene-Rv2327	NC_000962.3	2599988	2600479	+	492	2631	3364	2867	2222	2808	2686	2222	1636	3019	5702	374	2932
gene-Rv2328	NC_000962.3	2600731	2601879	+	1149	1251	1427	1441	1162	1643	818	814	1137	1521	1681	97	1580
gene-Rv2329c	NC_000962.3	2601914	2603461	-	1548	487	638	640	493	1009	334	409	440	713	930	161	891
gene-Rv2330c	NC_000962.3	2603695	2604222	-	528	37	45	60	46	88	83	50	34	70	188	21	111
gene-Rv2331	NC_000962.3	2604297	2604683	+	387	63	113	65	39	83	48	41	39	64	138	23	119
gene-Rv2331A	NC_000962.3	2604740	2605078	+	339	63	64	67	43	78	38	38	66	74	120	12	112
gene-Rv2332	NC_000962.3	2605108	2606754	+	1647	254	291	290	203	361	185	213	215	358	480	76	403
gene-Rv2333c	NC_000962.3	2606708	2608321	-	1614	181	228	236	188	274	270	240	145	232	528	116	278
gene-Rv2334	NC_000962.3	2608796	2609728	+	933	2077	2813	2562	1712	1607	2275	1645	1007	2823	7230	598	4253
gene-Rv2335	NC_000962.3	2609732	2610421	+	690	880	967	865	633	545	571	742	414	968	2730	290	1730
gene-Rv2336	NC_000962.3	2610837	2611805	+	969	436	657	477	314	404	464	391	182	675	1894	275	1074
gene-Rv2337c	NC_000962.3	2611869	2612987	-	1119	322	453	362	292	405	487	369	151	488	732	229	485
gene-Rv2338c	NC_000962.3	2613107	2614063	-	957	199	260	216	174	211	280	174	62	327	423	191	263
gene-Rv2339	NC_000962.3	2614693	2617581	+	2889	1416	1847	1778	1429	1776	2015	1745	717	2001	2807	535	1837
gene-Rv2340c	NC_000962.3	2617667	2618908	-	1242	911	1069	955	672	941	982	903	431	956	1541	288	935
gene-Rvnt25	NC_000962.3	2619407	2619479	-	73	7	12	12	11	12	22	8	8	12	14	1	8
gene-Rv2341	NC_000962.3	2619597	2620016	+	420	37	44	61	43	36	51	38	31	47	75	10	57
gene-Rv2342	NC_000962.3	2620272	2620529	+	258	253	289	237	205	229	324	244	120	275	503	73	292
gene-Rv2343c	NC_000962.3	2620533	2622452	-	1920	1645	1994	1845	1469	1910	1923	1871	984	2044	3190	494	2074
gene-Rv2344c	NC_000962.3	2622457	2623752	-	1296	480	461	440	393	511	593	601	199	504	1005	177	604
gene-Rv2345	NC_000962.3	2623821	2625803	+	1983	4193	4350	3406	2860	4026	2930	4032	2175	5077	4231	903	3494
gene-Rv2346c	NC_000962.3	2625888	2626172	-	285	2693	2901	2151	2088	2288	1852	1989	887	3834	3939	1524	3727
gene-Rv2347c	NC_000962.3	2626223	2626519	-	297	1007	1503	717	846	1135	891	960	430	2039	2187	864	1948
gene-Rv2348c	NC_000962.3	2626654	2626980	-	327	1664	2136	1432	1447	1461	1244	1278	639	3413	3586	1090	2892
gene-Rv2349c	NC_000962.3	2627172	2628698	-	1527	954	1347	1306	847	1129	862	558	466	1389	3126	256	1821
gene-Rv2350c	NC_000962.3	2628781	2630319	-	1539	790	1322	1311	858	1056	826	455	436	1405	3373	217	1509
gene-Rv2351c	NC_000962.3	2630537	2632075	-	1539	299	414	433	328	439	476	258	167	456	879	134	550
gene-Rv2352c	NC_000962.3	2632923	2634098	-	1176	335	511	599	317	308	365	291	180	703	930	92	558
gene-Rv2353c	NC_000962.3	2634528	2635592	-	1065	1607	2911	2614	1745	2780	1746	1084	938	3826	7031	436	4125
gene-Rv2357c	NC_000962.3	2639673	2641064	-	1392	366	521	503	525	849	484	384	245	619	1033	173	576
gene-Rv2358	NC_000962.3	2641246	2641653	+	408	293	347	321	273	352	209	181	171	327	598	128	457
gene-Rv2359	NC_000962.3	2641650	2642042	+	393	296	342	414	402	488	282	255	242	388	735	91	458
gene-Rv2360c	NC_000962.3	2642150	2642578	-	429	425	548	590	547	606	508	350	346	492	1053	108	574
gene-Rv2361c	NC_000962.3	2642578	2643468	-	891	834	1115	1084	920	1253	1136	652	493	1215	2187	228	1120
gene-Rv2362c	NC_000962.3	2643461	2644258	-	798	627	783	695	520	750	635	417	389	744	1167	124	654
gene-Rv2363	NC_000962.3	2644320	2645774	+	1455	548	708	648	546	849	560	544	436	750	1051	119	877
gene-Rv2364c	NC_000962.3	2645771	2646673	-	903	1561	1931	1750	1400	1479	1014	1394	872	2204	2653	219	2216
gene-Rv2365c	NC_000962.3	2646747	2647088	-	342	538	709	680	470	544	315	543	348	705	1110	86	951
gene-Rv2366c	NC_000962.3	2647060	2648367	-	1308	2129	3011	3016	1885	1969	1918	1793	1271	3269	5168	323	4218
gene-Rv2367c	NC_000962.3	2648364	2648912	-	549	1062	1619	1543	1223	1138	1480	897	709	1725	3311	173	2224
gene-Rv2368c	NC_000962.3	2648916	2649974	-	1059	2062	3365	3258	2247	2639	3191	2101	1262	3415	8266	973	5077
gene-Rv2369c	NC_000962.3	2649946	2650248	-	303	204	199	127	138	98	251	142	72	177	315	135	166
gene-Rv2370c	NC_000962.3	2650245	2651558	-	1314	124	167	158	99	143	132	115	98	231	481	77	330
gene-Rv2371	NC_000962.3	2651753	2651938	+	186	90	101	106	66	115	99	83	61	84	150	40	121
gene-Rv2372c	NC_000962.3	2652037	2652825	-	789	1474	1599	1563	1224	1629	1252	1394	887	1764	1750	370	1677
gene-Rv2373c	NC_000962.3	2652839	2653987	-	1149	2850	3376	3352	2761	3182	2741	2570	1839	3944	4348	580	3467
gene-Rv2374c	NC_000962.3	2654062	2655093	-	1032	1930	2481	2476	2336	3298	2386	1989	1445	3029	4077	517	3368
gene-Rv2375	NC_000962.3	2655265	2655582	+	318	764	890	638	525	953	837	975	414	807	1174	361	952
gene-Rv2376c	NC_000962.3	2655609	2656115	-	507	809	889	648	512	869	832	1147	465	657	1104	282	902
gene-Rv2377c	NC_000962.3	2656215	2656430	-	216	78	97	76	59	72	83	94	51	98	218	26	148
gene-Rv2378c	NC_000962.3	2656408	2657703	-	1296	409	394	418	344	410	390	434	273	482	974	92	617
gene-Rv2379c	NC_000962.3	2657700	2662085	-	4386	1227	1354	1384	1142	1389	1307	1539	852	1425	2585	240	1736
gene-Rv2380c	NC_000962.3	2662067	2667115	-	5049	1113	1299	1423	1225	1496	1492	1628	736	1514	3160	256	1887
gene-Rv2381c	NC_000962.3	2667255	2670269	-	3015	381	369	481	456	575	622	708	316	455	1419	92	673
gene-Rv2382c	NC_000962.3	2670269	2671603	-	1335	108	165	153	145	186	297	161	103	187	593	47	243
gene-Rv2383c	NC_000962.3	2671593	2675837	-	4245	379	380	406	501	657	705	452	332	400	1051	119	585
gene-Rv2384	NC_000962.3	2675936	2677633	+	1698	55	47	47	36	45	74	54	31	63	106	13	43
gene-Rv2385	NC_000962.3	2677729	2678649	+	921	79	96	87	67	112	121	121	32	95	180	39	118
gene-Rv2386c	NC_000962.3	2678653	2680005	-	1353	73	79	65	67	80	109	81	43	77	177	24	101
gene-Rv2386a	NC_000962.3	2680458	2680667	+	210	223	399	266	170	167	305	173	92	424	372	152	300
gene-Rv2387	NC_000962.3	2680765	2682018	+	1254	1169	1433	1080	806	872	1001	917	499	1855	1530	453	1107
gene-Rv2388c	NC_000962.3	2682015	2683142	-	1128	846	998	789	578	616	878	921	437	888	1984	333	1243
gene-Rv2389c	NC_000962.3	2683248	2683712	-	465	129	199	163	120	189	191	127	80	217	358	85	307
gene-Rv2390c	NC_000962.3	2683709	2684266	-	558	146	196	162	130	219	189	166	98	208	363	78	303
gene-Rv2391	NC_000962.3	2684679	2686370	+	1692	5342	6718	4805	3907	6826	5127	5967	3508	7983	9293	1693	8378
gene-Rv2392	NC_000962.3	2686367	2687131	+	765	2056	2872	2209	1726	2848	1574	1659	1281	2988	3291	486	2693
gene-Rv2393	NC_000962.3	2687128	2687973	+	846	1600	1987	1491	1380	2112	1052	1565	1091	1868	2613	417	1593
gene-Rv2394	NC_000962.3	2688010	2689941	+	1932	3078	3446	2695	2016	3201	2026	2255	1942	3720	4525	685	3236
gene-Rv2395	NC_000962.3	2690072	2692075	+	2004	1971	2165	1630	1473	1869	1046	1417	1146	2288	2254	339	1840
gene-RVnc0024	NC_000962.3	2692172	2692521	+	350	5674	5850	2767	1437	3280	4260	5218	1593	4682	4237	2072	4516
gene-Rv2395A	NC_000962.3	2692224	2692439	+	216	4882	5312	2478	1198	2809	3883	4247	1282	4189	3934	1896	4148
gene-Rv2395B	NC_000962.3	2692551	2692715	+	165	1674	1370	739	693	1675	1158	2559	934	1345	1259	565	1255
gene-Rv2396	NC_000962.3	2692799	2693884	+	1086	3547	2979	1729	1796	3174	2224	2804	1659	3481	2966	992	2833
gene-Rv2397c	NC_000962.3	2693909	2694964	-	1056	2329	2165	1451	1335	2158	1184	1842	1530	2285	2211	576	2153
gene-Rv2398c	NC_000962.3	2694981	2695799	-	819	664	748	619	596	559	302	287	336	906	854	106	656
gene-Rv2399c	NC_000962.3	2695796	2696647	-	852	755	830	642	569	617	684	499	325	1003	1415	195	861
gene-Rv2400c	NC_000962.3	2696644	2697714	-	1071	907	1159	880	630	777	933	712	398	1274	1284	182	960
gene-Rv2401	NC_000962.3	2697728	2698057	+	330	136	193	182	113	124	242	178	55	186	320	74	158
gene-Rv2401A	NC_000962.3	2698042	2698245	-	204	53	42	33	30	30	58	51	15	34	47	17	20
gene-Rv2402	NC_000962.3	2698529	2700457	+	1929	1210	1629	1377	1201	1773	1492	1428	730	1754	2028	412	1414
gene-Rv2403c	NC_000962.3	2700535	2701290	-	756	697	818	842	706	1004	563	646	510	866	968	201	820
gene-Rv2404c	NC_000962.3	2701287	2703248	-	1962	711	910	898	728	1042	863	804	400	1131	1034	220	972
gene-Rv2405	NC_000962.3	2703269	2703838	+	570	498	637	627	368	679	733	496	194	658	866	157	581
gene-Rv2406c	NC_000962.3	2704009	2704437	-	429	988	1465	858	558	789	750	1117	400	1296	1678	535	1113
gene-Rv2407	NC_000962.3	2704697	2705518	+	822	45	78	53	45	55	95	66	30	87	95	23	98
gene-Rv2408	NC_000962.3	2705762	2706736	+	975	290	434	485	383	563	411	324	176	484	1276	164	670
gene-Rv2409c	NC_000962.3	2706494	2707333	-	840	463	731	720	650	905	544	330	286	963	2443	238	1237
gene-Rv2410c	NC_000962.3	2707333	2708310	-	978	678	859	913	765	1003	574	554	399	1096	1957	279	1130
gene-Rv2411c	NC_000962.3	2708310	2709965	-	1656	1002	1262	1353	1047	1522	1146	1123	660	1734	2493	450	1527
gene-Rv2412	NC_000962.3	2710075	2710335	+	261	814	936	879	760	1217	1143	1208	418	966	1178	513	895
gene-Rv2413c	NC_000962.3	2710351	2711301	-	951	863	858	819	798	1405	783	895	572	916	1215	313	1065
gene-Rv2414c	NC_000962.3	2711332	2712876	-	1545	849	887	871	739	702	696	1100	541	957	988	193	912
gene-Rv2415c	NC_000962.3	2712891	2713784	-	894	188	213	116	102	73	84	63	46	266	356	21	573
gene-Rv2416c	NC_000962.3	2714124	2715332	-	1209	754	1043	598	452	283	207	166	132	1440	2495	66	3625
gene-Rv2417c	NC_000962.3	2715472	2716314	-	843	844	969	925	747	1120	699	743	569	980	1593	170	1130
gene-Rv2418c	NC_000962.3	2716395	2717138	-	744	442	545	499	472	550	531	422	186	719	901	156	497
gene-Rv2419c	NC_000962.3	2717128	2717799	-	672	518	663	603	497	642	573	696	268	712	909	180	561
gene-Rv2420c	NC_000962.3	2717796	2718176	-	381	267	340	311	264	301	339	259	147	414	577	98	336
gene-Rv2421c	NC_000962.3	2718173	2718808	-	636	240	279	326	180	271	399	275	124	285	597	133	347
gene-Rv2422	NC_000962.3	2719083	2719355	+	273	23	29	12	9	8	28	8	3	14	23	7	8
gene-Rv2423	NC_000962.3	2719597	2720643	+	1047	94	133	147	72	116	97	89	68	130	252	35	163
gene-Rv2424c	NC_000962.3	2720776	2721777	-	1002	136	169	196	102	189	175	138	127	219	319	21	259
gene-Rv2425c	NC_000962.3	2721866	2723308	-	1443	900	1061	1143	938	1201	1091	1065	533	1204	2378	244	1450
gene-Rv2426c	NC_000962.3	2723308	2724183	-	876	716	907	842	680	968	1059	1023	514	1047	2244	261	1397
gene-Rv2427c	NC_000962.3	2724230	2725477	-	1248	1354	1631	1481	1138	1670	1929	1489	659	1649	3363	392	1788
gene-Rv2428	NC_000962.3	2726193	2726780	+	588	302	358	303	292	688	641	605	323	475	708	76	572
gene-Rv2429	NC_000962.3	2726806	2727339	+	534	2099	2095	1751	1457	2660	2238	3783	1559	2288	2457	244	2355
gene-Rv2430c	NC_000962.3	2727336	2727920	-	585	3979	5693	4171	2889	5404	4756	5699	2749	6975	8956	869	7908
gene-Rv2431c	NC_000962.3	2727967	2728266	-	300	1311	1691	1349	1002	1958	1752	2601	953	2303	3243	363	2805
gene-Rv2432c	NC_000962.3	2728437	2728847	-	411	130	162	150	110	135	209	126	72	212	293	25	205
gene-Rv2433c	NC_000962.3	2728844	2729134	-	291	80	106	99	83	104	82	94	48	99	159	28	136
gene-Rv2434c	NC_000962.3	2729115	2730560	-	1446	423	468	366	376	451	385	332	222	565	754	100	557
gene-Rv2435c	NC_000962.3	2730557	2732749	-	2193	566	663	555	493	647	550	588	283	663	1010	132	677
gene-Rv2436	NC_000962.3	2733230	2734144	+	915	214	334	307	244	253	231	141	170	280	685	39	497
gene-Rv2437	NC_000962.3	2734376	2734795	+	420	262	479	629	288	464	544	287	203	556	789	54	724
gene-Rv2438c	NC_000962.3	2734792	2736831	-	2040	2482	3443	3888	3427	4386	3243	2036	1699	4076	4643	346	3655
gene-Rv2438A	NC_000962.3	2736709	2736987	+	279	217	293	287	219	304	119	55	111	364	334	22	276
gene-Rv2439c	NC_000962.3	2737117	2738247	-	1131	1637	1776	1655	1463	1792	617	618	963	2072	1489	221	1388
gene-Rv2440c	NC_000962.3	2738247	2739686	-	1440	3903	4687	3898	4002	5789	1706	1627	2459	5878	4386	750	4285
gene-Rv2441c	NC_000962.3	2739772	2740032	-	261	1708	2261	1875	1868	2521	1491	1266	1007	3721	3973	967	3271
gene-Rv2442c	NC_000962.3	2740047	2740361	-	315	1523	2250	1717	1646	2111	1647	1337	805	3457	3094	896	2362
gene-Rv2443	NC_000962.3	2740709	2742184	+	1476	3221	4364	3425	2409	3396	1874	2583	2198	4613	5574	606	4505
gene-Rv2444c	NC_000962.3	2742123	2744984	-	2862	21066	26921	23664	17324	20635	16160	15611	12539	31883	39034	3866	31765
gene-Rv2445c	NC_000962.3	2745314	2745724	-	411	586	752	690	583	638	756	696	334	838	1178	198	797
gene-Rv2446c	NC_000962.3	2745767	2746138	-	372	365	354	426	372	353	319	392	215	408	697	55	466
gene-Rv2447c	NC_000962.3	2746135	2747598	-	1464	1812	1865	1942	1814	1837	1492	1601	1097	2001	3434	276	2688
gene-Rv2448c	NC_000962.3	2747595	2750225	-	2631	1874	2382	2437	2233	2854	2201	2092	1227	2531	4397	418	3350
gene-Rv2449c	NC_000962.3	2750313	2751572	-	1260	940	962	1076	982	1425	1126	890	633	1066	1868	251	1121
gene-Rv2450c	NC_000962.3	2751662	2752180	-	519	94	143	260	111	279	309	153	109	180	226	25	127
gene-Rv2451	NC_000962.3	2752262	2752660	+	399	127	191	304	146	213	391	240	94	309	513	28	274
gene-Rv2452c	NC_000962.3	2752848	2752994	-	147	63	130	151	115	127	279	68	26	205	254	9	138
gene-Rv2453c	NC_000962.3	2753018	2753623	-	606	539	645	920	694	875	1166	798	340	802	1317	125	790
gene-Rv2454c	NC_000962.3	2753625	2754746	-	1122	1979	2935	3856	3565	4684	4816	3103	1783	3935	7229	668	4562
gene-Rv2455c	NC_000962.3	2754743	2756704	-	1962	2494	3626	4663	4376	6440	5470	3222	2017	4678	8858	920	5294
gene-Rv2456c	NC_000962.3	2756936	2758192	-	1257	1875	2342	2053	1423	2208	1308	1718	1385	2612	3605	460	2642
gene-Rv2457c	NC_000962.3	2758208	2759488	-	1281	9445	13958	10791	8884	14557	10405	12035	6055	16741	26945	4328	15797
gene-Rv2458	NC_000962.3	2759779	2760687	+	909	69	94	93	71	135	117	98	59	105	255	34	146
gene-Rv2459	NC_000962.3	2760854	2762380	+	1527	1460	1712	1467	1140	1861	1650	1803	812	1867	3127	822	2200
gene-Rv2460c	NC_000962.3	2762531	2763175	-	645	1416	2037	1957	1619	3184	2031	1754	987	2376	4354	752	2864
gene-Rv2461c	NC_000962.3	2763172	2763774	-	603	1305	1694	1758	1436	2642	1937	1660	936	2201	3810	678	2464
gene-Rv2462c	NC_000962.3	2763891	2765291	-	1401	2782	3559	3568	3288	3909	3876	3232	2226	4273	5822	790	4561
gene-Rvnt26	NC_000962.3	2765331	2765404	-	74	56	148	116	76	87	218	74	36	170	312	30	147
gene-Rvnt27	NC_000962.3	2765541	2765611	+	71	53	48	26	36	19	67	15	4	48	60	6	11
gene-Rv2463	NC_000962.3	2765655	2766839	+	1185	2342	2620	2555	1751	2607	2019	2506	1396	2729	3968	700	2579
gene-Rv2464c	NC_000962.3	2766859	2767665	-	807	1121	1255	1174	930	1259	1129	1379	733	1380	1564	169	1062
gene-Rv2465c	NC_000962.3	2767671	2768159	-	489	653	728	735	514	621	862	789	342	856	805	112	498
gene-Rv2466c	NC_000962.3	2768261	2768884	-	624	163	225	149	147	178	144	49	78	281	220	69	273
gene-Rv2467	NC_000962.3	2768986	2771571	+	2586	1836	2015	2182	1941	2655	2512	2946	1130	2155	3481	595	2174
gene-Rv2468c	NC_000962.3	2771644	2772147	-	504	951	1061	980	771	1144	1345	1813	630	999	1981	377	1420
gene-Rv2468A	NC_000962.3	2772098	2772331	-	234	270	319	354	278	270	539	397	150	443	934	181	577
gene-Rv2469c	NC_000962.3	2772367	2773035	-	669	301	341	397	303	364	365	310	162	398	885	140	585
gene-Rv2470	NC_000962.3	2773178	2773564	+	387	462	703	686	515	774	822	514	307	696	1625	123	855
gene-Rv2471	NC_000962.3	2773564	2775204	+	1641	1450	1967	2171	1660	2231	2228	1702	1128	2172	3445	250	2441
gene-Rv2472	NC_000962.3	2775272	2775565	+	294	201	314	313	171	296	305	250	183	384	1041	119	671
gene-Rv2473	NC_000962.3	2775568	2776284	+	717	623	685	763	472	595	623	620	402	773	1153	143	855
gene-Rv2474c	NC_000962.3	2776316	2776969	-	654	1102	1186	1411	1131	1108	882	1265	774	1221	1772	202	1315
gene-Rv2475c	NC_000962.3	2776975	2777391	-	417	1141	1435	1566	1434	1376	1266	1129	853	1609	2427	239	1699
gene-Rv2476c	NC_000962.3	2777388	2782262	-	4875	10439	12704	14178	12799	14993	13665	10856	6925	15580	23253	2240	15613
gene-Rv2477c	NC_000962.3	2782366	2784042	-	1677	2451	3279	3297	3453	4334	3726	2540	1460	4146	6280	627	3913
gene-Rv2478c	NC_000962.3	2784123	2784608	-	486	11	13	16	12	13	18	14	5	14	26	9	12
gene-Rv2481c	NC_000962.3	2786575	2786898	-	324	108	162	139	109	155	157	98	60	156	207	41	138
gene-Rv2482c	NC_000962.3	2786914	2789283	-	2370	2779	3811	3644	3274	4044	2877	2499	1884	4367	7066	968	4563
gene-Rv2483c	NC_000962.3	2789280	2791022	-	1743	1995	2552	2260	2330	2873	1768	1474	1048	3084	4914	644	3251
gene-Rv2484c	NC_000962.3	2791019	2792494	-	1476	1993	2283	2130	1921	2800	1640	2036	1208	2673	4491	775	3080
gene-Rv2485c	NC_000962.3	2792723	2793988	-	1266	489	528	385	337	428	195	235	174	509	1216	440	844
gene-Rvnt28	NC_000962.3	2794176	2794249	+	74	4	9	9	2	13	19	5	3	12	26	2	3
gene-Rv2486	NC_000962.3	2794350	2795120	+	771	304	384	399	299	401	540	440	223	372	599	98	444
gene-Rv2487c	NC_000962.3	2795301	2797385	-	2085	99	117	129	100	99	109	102	59	150	216	25	153
gene-Rv2488c	NC_000962.3	2797467	2800880	-	3414	366	360	447	348	488	408	305	225	442	945	127	604
gene-Rv2489c	NC_000962.3	2800846	2801145	-	300	7	26	8	13	15	20	18	13	25	22	3	17
gene-Rv2490c	NC_000962.3	2801254	2806236	-	4983	254	293	338	203	227	375	250	143	392	634	81	411
gene-Rv2490a	NC_000962.3	2806323	2806529	-	207	7	14	7	6	10	13	6	2	12	11	4	4
gene-Rv2491	NC_000962.3	2806665	2807288	+	624	113	187	176	100	118	272	93	43	163	193	18	121
gene-Rv2492	NC_000962.3	2807278	2808030	+	753	335	467	459	325	438	474	323	153	531	536	62	369
gene-Rv2493	NC_000962.3	2808083	2808304	+	222	602	771	830	678	1103	1077	926	500	874	1518	325	1102
gene-Rv2494	NC_000962.3	2808310	2808735	+	426	782	943	947	811	1093	952	990	622	1101	1947	194	1289
